Soil Moisture,Humidity,Temperature,Light Intensity,Month,Status
96,82.6,24.7,547,Apr,Medium
91,53.4,38.8,983,Mar,Medium
7,62.5,23.0,986,Sep,Low
33,88.1,36.7,573,Jun,Low
34,34.0,37.0,755,Sep,Low
95,68.9,23.8,877,Sep,Medium
87,34.4,17.1,208,May,Unsustainable
77,52.5,33.1,805,Mar,Medium
31,78.2,22.8,134,May,Unsustainable
45,56.0,34.6,566,Aug,Low
15,89.8,26.1,1001,May,Low
67,63.5,27.1,374,Dec,Low
36,49.3,34.4,286,Jun,Unsustainable
53,43.2,24.6,342,Feb,Unsustainable
84,51.0,26.1,363,Aug,Low
13,52.4,24.4,621,Feb,Unsustainable
94,34.1,24.2,777,Mar,Low
54,52.2,28.1,640,Apr,Low
47,57.9,35.2,882,Nov,Low
81,73.4,24.0,186,Dec,Low
6,69.4,28.1,634,Nov,Low
73,72.5,31.8,309,Jul,Low
6,30.5,21.7,145,Sep,Unsustainable
32,43.1,21.9,566,Jun,Unsustainable
22,69.7,38.3,639,Feb,Low
84,59.0,33.1,125,Jul,Low
18,30.3,29.4,365,Jan,Unsustainable
18,78.3,31.2,274,May,Unsustainable
35,76.4,15.7,615,Sep,Low
28,62.9,30.5,410,Feb,Low
59,34.0,27.7,421,Aug,Low
81,76.0,28.6,678,Jun,Medium
1,65.0,24.0,234,Nov,Unsustainable
0,76.9,17.0,154,Dec,Unsustainable
46,75.1,19.8,642,Nov,Low
68,78.2,38.8,685,May,Medium
19,61.1,25.2,630,Oct,Low
10,38.4,26.7,255,Jul,Unsustainable
1,70.3,16.3,948,Nov,Low
66,67.2,15.9,767,Jun,Low
86,74.5,32.9,246,Feb,Low
11,40.2,28.5,584,Nov,Unsustainable
19,41.7,27.7,698,Apr,Unsustainable
4,83.4,21.1,119,Aug,Unsustainable
36,75.0,33.6,368,Jan,Low
37,84.5,19.2,432,Oct,Low
93,75.5,19.7,654,Sep,Medium
8,65.8,26.5,1006,Jun,Low
97,69.2,22.2,1010,Oct,Medium
52,83.3,21.2,500,Apr,Low
43,64.7,31.1,405,Nov,Low
98,67.9,31.3,127,Feb,Low
85,39.4,35.6,566,Nov,Low
23,58.4,25.4,359,Aug,Unsustainable
80,73.0,16.8,633,Dec,Low
73,46.3,21.8,986,May,Low
29,42.1,39.5,200,Nov,Unsustainable
58,48.8,29.9,650,Jul,Low
86,44.5,32.7,901,Feb,Medium
95,42.9,15.2,452,Mar,Low
80,55.5,28.0,399,Jan,Low
80,84.5,15.9,781,Jan,Medium
13,60.4,29.2,395,May,Unsustainable
8,41.3,38.0,452,Aug,Unsustainable
39,34.6,39.2,1007,Feb,Low
65,71.8,28.5,229,Feb,Low
24,53.0,26.5,255,Apr,Unsustainable
72,79.3,38.6,173,Sep,Low
21,69.6,31.8,441,Mar,Low
3,77.8,16.6,564,Jul,Unsustainable
25,46.3,26.6,189,Aug,Unsustainable
57,71.5,21.0,678,Jun,Low
28,45.8,26.7,554,Nov,Unsustainable
97,86.3,26.4,847,Dec,Medium
86,68.2,29.6,811,Dec,Medium
36,49.5,23.9,431,Sep,Unsustainable
74,46.2,19.1,838,Jul,Low
69,41.5,27.6,447,Oct,Low
17,71.7,35.8,332,Dec,Unsustainable
84,43.1,31.6,877,Dec,Medium
41,65.7,23.5,697,Mar,Low
99,45.9,38.4,201,Jul,Low
40,69.7,37.8,580,Nov,Low
37,78.9,20.2,313,Feb,Low
33,76.7,16.0,207,Aug,Unsustainable
16,75.7,33.5,264,Oct,Unsustainable
36,41.3,35.7,702,Jul,Low
24,35.3,39.2,803,May,Low
75,71.9,37.2,434,Jan,Low
86,52.1,30.0,185,Dec,Low
85,55.9,28.3,833,Jun,Medium
84,31.9,15.7,974,Apr,Low
26,45.6,21.2,523,Aug,Unsustainable
56,32.0,26.5,712,Aug,Low
30,82.8,30.7,837,Apr,Low
5,44.6,28.9,463,Jun,Unsustainable
90,63.4,33.6,159,Feb,Low
39,32.3,22.0,581,Nov,Unsustainable
97,70.0,29.1,349,Jun,Low
11,49.4,17.2,659,Sep,Unsustainable
52,83.9,25.3,216,Nov,Low
70,83.3,33.8,838,Jun,Medium
9,49.5,32.3,973,Jan,Low
44,84.1,39.8,1014,Jul,Medium
16,89.8,21.9,644,May,Low
25,79.5,27.5,143,Apr,Unsustainable
84,80.7,23.2,608,Feb,Medium
91,44.9,26.0,264,Aug,Low
61,64.6,36.4,467,Feb,Low
45,34.0,32.1,956,Nov,Low
63,35.7,37.1,391,Apr,Low
1,89.9,20.1,948,Nov,Low
53,49.6,36.8,955,Nov,Low
64,74.9,16.5,1016,Oct,Medium
50,78.4,37.2,997,Jan,Medium
52,81.5,23.2,898,Jan,Medium
35,89.9,22.9,975,Jun,Medium
25,44.5,27.8,836,Apr,Low
28,32.4,38.5,385,Mar,Unsustainable
20,54.7,16.2,303,Oct,Unsustainable
10,37.8,23.8,783,Apr,Unsustainable
39,31.3,36.4,623,Feb,Low
10,51.6,24.9,918,Sep,Low
35,77.0,20.0,220,Apr,Unsustainable
58,64.0,25.6,855,Oct,Low
38,48.8,24.6,763,Apr,Low
98,69.3,37.9,763,Apr,Medium
53,43.9,34.0,287,Jun,Unsustainable
97,30.9,27.6,1006,Mar,Medium
54,75.9,39.7,112,Oct,Low
23,67.4,26.6,702,Jan,Low
21,75.7,16.5,299,May,Unsustainable
68,32.3,21.6,685,Mar,Low
55,80.2,25.9,867,Mar,Medium
32,67.2,18.9,555,Sep,Low
35,63.8,38.7,547,May,Low
19,67.5,34.2,887,Mar,Low
82,81.9,21.7,939,Feb,Medium
98,65.2,29.8,940,Nov,Medium
80,64.9,33.0,170,Jan,Low
61,89.4,38.5,689,Mar,Medium
97,75.4,37.0,895,Jan,Medium
72,56.5,27.9,229,Jun,Low
25,72.4,34.4,988,Apr,Low
65,53.4,29.1,142,Oct,Low
72,43.7,28.8,619,Jun,Low
72,65.8,17.9,112,Jan,Low
39,85.7,18.2,824,Mar,Low
16,85.7,28.2,722,May,Low
0,50.5,21.7,902,Jan,Low
88,61.7,15.5,634,Mar,Low
60,42.7,33.1,401,Dec,Low
42,89.7,15.8,865,Jul,Low
41,88.9,29.9,626,Sep,Low
24,69.0,28.5,741,Feb,Low
38,78.3,39.2,672,Dec,Low
34,72.9,27.1,214,Feb,Unsustainable
2,65.6,16.6,559,Aug,Unsustainable
100,33.2,28.8,931,Aug,Medium
43,57.3,36.0,604,Jun,Low
50,70.5,39.9,407,Sep,Low
93,70.7,25.8,424,Oct,Low
97,52.4,23.0,678,Feb,Medium
11,86.5,37.7,860,Aug,Low
18,40.0,19.8,274,Sep,Unsustainable
100,60.0,30.4,950,Apr,Medium
43,71.5,25.1,613,Oct,Low
58,71.8,16.0,271,Jan,Low
48,68.9,23.7,601,Dec,Low
60,46.5,21.6,433,Nov,Low
16,39.4,32.2,383,Sep,Unsustainable
73,68.2,38.7,574,May,Low
56,66.0,21.7,153,Aug,Unsustainable
54,40.8,35.3,557,Nov,Low
46,72.3,16.4,678,Jan,Low
11,57.3,28.5,519,Jan,Unsustainable
61,70.1,16.8,713,Aug,Low
79,80.2,38.4,731,Jul,Medium
87,40.2,34.2,802,Jul,Medium
82,31.1,31.4,508,Nov,Low
7,76.7,35.6,403,Feb,Unsustainable
94,66.6,31.2,658,Aug,Medium
20,72.0,39.2,321,Dec,Low
80,80.3,32.8,632,Aug,Medium
86,78.2,38.1,257,Feb,Low
100,87.7,27.9,447,Feb,Medium
79,62.2,17.9,258,Jun,Low
69,59.3,28.2,988,Oct,Medium
71,54.1,18.2,983,Mar,Medium
24,39.2,29.8,1021,Feb,Low
81,64.4,27.1,334,Mar,Low
88,46.6,30.6,761,May,Medium
11,85.3,15.3,504,Oct,Low
14,65.0,19.9,356,Nov,Unsustainable
58,65.6,27.3,776,Oct,Low
25,51.3,38.8,688,Sep,Low
25,33.1,24.6,696,Dec,Unsustainable
46,31.9,25.6,657,Jun,Low
31,55.4,32.9,1004,Jul,Low
9,35.1,30.1,1012,Oct,Low
15,66.4,22.5,146,Sep,Unsustainable
70,82.9,25.3,312,May,Low
16,83.0,20.4,578,Aug,Low
22,69.5,39.2,586,Sep,Low
25,42.7,18.3,670,Oct,Unsustainable
84,81.8,24.3,665,Jul,Medium
85,83.2,15.6,441,Feb,Low
6,41.8,20.5,623,Dec,Unsustainable
13,74.2,34.5,803,Feb,Low
78,47.2,20.0,602,Nov,Low
6,78.2,17.0,105,Nov,Unsustainable
8,89.8,26.9,920,Sep,Low
47,31.8,15.2,243,Dec,Unsustainable
71,83.8,17.1,957,Apr,Medium
58,67.4,35.2,360,Jul,Low
86,88.4,34.3,684,Aug,Medium
92,57.9,37.9,785,Apr,Medium
81,80.8,36.4,331,Jul,Low
94,33.7,32.1,369,Jun,Low
93,50.1,16.3,546,Aug,Low
38,34.0,34.6,973,Jul,Low
98,88.5,36.1,321,Jul,Medium
17,79.0,35.0,151,Dec,Unsustainable
58,81.2,27.7,215,Feb,Low
16,86.3,20.8,637,Jun,Low
13,35.1,36.1,664,Jul,Unsustainable
30,53.1,33.2,976,Jun,Low
23,34.3,39.5,640,Nov,Low
98,42.6,18.9,118,May,Low
59,43.8,20.6,914,Jun,Low
44,58.1,20.3,491,Mar,Low
97,46.1,34.8,890,Nov,Medium
2,36.1,19.7,728,Aug,Unsustainable
36,40.0,16.7,717,Feb,Low
42,38.8,40.0,518,Feb,Low
39,88.4,15.6,408,Feb,Low
89,75.6,35.9,838,Feb,Medium
54,88.1,24.1,963,Jul,Medium
86,56.4,36.0,285,Feb,Low
38,46.7,28.9,360,Dec,Unsustainable
14,77.9,37.5,627,Dec,Low
3,49.6,38.2,372,Jun,Unsustainable
92,48.0,15.2,259,Mar,Low
85,44.0,16.9,969,Sep,Medium
24,37.8,21.3,861,Jan,Low
12,45.4,31.7,323,Oct,Unsustainable
81,51.3,37.2,355,Sep,Low
32,70.4,26.5,279,Sep,Unsustainable
15,33.8,30.2,119,Jun,Unsustainable
41,42.6,19.7,723,Nov,Low
65,78.5,35.1,731,Feb,Medium
54,38.8,39.2,805,Jul,Low
98,50.6,21.7,567,Jun,Low
41,81.9,27.4,722,Nov,Low
33,39.3,17.2,309,Jul,Unsustainable
29,35.0,29.0,612,Dec,Unsustainable
12,59.1,27.6,157,Jan,Unsustainable
12,48.1,18.6,192,May,Unsustainable
17,63.8,26.1,320,Oct,Unsustainable
31,78.2,23.4,822,May,Low
95,38.2,28.0,331,Jun,Low
98,64.8,29.6,873,Feb,Medium
38,60.3,15.2,463,Oct,Unsustainable
45,38.6,34.0,714,Sep,Low
28,67.4,32.8,661,Apr,Low
61,46.4,24.2,473,Mar,Low
92,59.3,16.3,721,Nov,Low
61,34.9,33.9,555,Aug,Low
56,57.6,38.9,187,Apr,Low
15,48.4,21.0,119,Feb,Unsustainable
55,79.3,23.1,113,Jun,Low
9,33.4,19.6,232,Sep,Unsustainable
29,55.1,29.4,907,Jun,Low
24,57.5,18.9,133,Feb,Unsustainable
83,73.5,23.9,991,May,Medium
4,64.5,32.4,307,Oct,Unsustainable
64,70.0,29.0,912,Apr,Medium
93,76.6,24.7,298,Jul,Low
48,81.7,25.5,691,Sep,Low
2,48.8,29.1,682,Oct,Unsustainable
44,62.3,15.1,254,Oct,Unsustainable
13,80.4,17.0,689,Nov,Low
29,89.4,37.0,177,Nov,Low
67,83.4,16.9,271,Sep,Low
17,52.3,32.7,388,Jan,Unsustainable
61,41.7,38.0,644,Oct,Low
36,59.4,21.8,911,Nov,Low
24,74.5,24.3,887,Dec,Low
47,59.6,29.2,978,May,Low
64,59.0,37.0,519,Jan,Low
52,80.3,38.5,106,Mar,Low
78,51.7,33.5,259,May,Low
72,81.6,17.2,339,Dec,Low
14,54.4,31.7,522,May,Unsustainable
48,49.7,25.3,635,Jun,Low
87,57.2,26.8,825,Jun,Medium
67,75.7,16.2,169,Jan,Low
11,37.6,19.8,979,Mar,Low
58,41.8,34.8,315,Mar,Low
36,87.1,26.3,203,Oct,Low
60,40.5,22.5,826,Nov,Low
100,64.1,24.6,153,Jul,Low
42,64.8,36.4,905,Feb,Low
69,59.4,33.7,429,Mar,Low
38,68.7,21.8,947,Dec,Low
55,43.8,17.9,302,Nov,Unsustainable
62,63.2,21.3,387,Jan,Low
45,52.3,38.0,144,Feb,Unsustainable
87,69.7,29.5,928,Dec,Medium
10,38.5,28.3,297,Sep,Unsustainable
61,64.3,29.9,315,Apr,Low
76,41.1,24.2,580,Jul,Low
97,46.7,35.2,408,Jul,Low
24,43.1,28.1,995,Aug,Low
70,41.0,17.9,534,Jun,Low
51,79.5,18.2,431,Mar,Low
3,47.1,28.4,795,Jun,Unsustainable
58,85.6,38.4,126,May,Low
71,88.2,22.7,265,Dec,Low
19,64.3,36.7,417,Jun,Low
92,38.6,34.1,373,Oct,Low
62,52.5,21.2,482,Oct,Low
53,77.9,15.9,464,Feb,Low
73,52.0,17.5,202,Jan,Low
97,35.2,33.2,602,Mar,Low
56,63.4,20.0,944,Mar,Low
89,80.7,24.3,472,Oct,Medium
40,77.8,27.5,715,Jan,Low
2,40.5,33.1,344,Nov,Unsustainable
5,70.4,17.8,916,Feb,Low
4,43.2,25.2,268,May,Unsustainable
4,43.1,27.1,727,Aug,Unsustainable
53,82.4,28.5,752,Nov,Low
46,45.0,35.5,517,Jul,Low
86,45.8,19.3,455,Aug,Low
48,30.0,35.2,577,Oct,Low
8,82.2,32.3,224,Aug,Unsustainable
98,77.6,28.9,636,Jul,Medium
19,67.6,32.5,805,May,Low
60,75.0,25.3,995,Apr,Medium
34,39.1,18.5,711,Sep,Low
49,57.5,31.6,501,Feb,Low
81,51.1,28.1,616,Jun,Low
61,35.6,31.0,630,Jul,Low
16,59.2,23.4,781,Feb,Low
87,85.2,37.7,885,May,Medium
2,32.4,29.7,353,Nov,Unsustainable
31,47.5,17.1,220,Nov,Unsustainable
98,42.5,26.2,131,Oct,Low
12,44.3,33.9,760,Aug,Low
88,84.5,34.9,877,Sep,Medium
72,58.1,27.4,136,Nov,Low
67,58.0,37.4,788,May,Medium
13,75.6,21.7,441,Jan,Unsustainable
100,39.3,25.3,112,Apr,Low
97,59.2,37.5,282,Jul,Low
10,55.8,37.4,756,Oct,Low
55,65.8,32.1,364,Jan,Low
66,90.0,36.5,187,Jan,Low
91,76.2,17.2,561,Apr,Medium
28,53.9,36.6,145,May,Unsustainable
8,79.7,23.0,491,Apr,Unsustainable
66,40.2,19.5,218,Mar,Unsustainable
24,31.8,21.0,630,May,Unsustainable
97,42.3,25.4,546,May,Low
75,50.4,21.3,831,Jun,Low
41,60.6,23.0,844,Feb,Low
8,66.9,18.4,705,Jan,Low
78,84.6,22.4,862,Aug,Medium
39,60.6,29.3,861,Dec,Low
24,60.1,26.0,893,Jul,Low
4,33.0,23.7,843,Mar,Unsustainable
10,32.1,33.7,145,Mar,Unsustainable
58,63.1,37.3,985,Jul,Medium
97,56.3,33.9,607,Sep,Medium
87,80.4,23.3,657,Dec,Medium
78,39.6,33.6,625,Apr,Low
37,31.5,18.8,696,Sep,Unsustainable
71,56.9,18.3,930,Sep,Low
4,44.2,23.6,939,Nov,Low
47,33.0,35.2,102,Jun,Unsustainable
89,73.5,21.2,127,Feb,Low
17,36.7,16.6,480,Jul,Unsustainable
69,66.5,18.3,256,Dec,Low
36,46.9,36.5,954,Jan,Low
59,40.4,30.8,1013,Jul,Low
47,52.8,21.3,610,Jan,Low
76,78.1,28.9,432,Aug,Low
27,53.5,28.2,943,Feb,Low
68,75.0,31.4,786,Jun,Medium
76,37.5,20.8,213,Oct,Unsustainable
80,76.4,36.6,488,Jul,Medium
39,44.2,22.7,586,Oct,Low
44,70.6,32.4,942,Jul,Medium
95,63.9,15.4,349,Dec,Low
61,85.7,24.3,670,Nov,Low
92,53.2,23.8,814,Jul,Medium
57,34.0,28.6,414,May,Low
66,31.1,16.8,338,Feb,Unsustainable
55,79.6,34.8,333,Jul,Low
39,61.5,20.4,402,Jan,Low
97,76.5,31.9,706,Jun,Medium
39,44.1,35.1,752,Mar,Low
90,50.7,29.0,433,Oct,Low
76,31.8,33.5,212,Aug,Low
32,87.7,31.5,720,Dec,Low
5,70.1,23.9,461,Jun,Unsustainable
87,86.0,35.2,956,Feb,Medium
18,45.9,22.4,900,Jul,Low
79,66.7,29.3,196,Feb,Low
39,70.7,33.6,946,Apr,Low
91,49.1,24.5,115,Jul,Low
96,80.9,22.6,655,Oct,Medium
58,86.8,26.5,475,Jul,Low
58,83.1,35.4,841,Sep,Medium
47,74.3,38.2,489,Feb,Low
40,46.6,28.6,719,Jul,Low
12,46.9,31.5,316,May,Unsustainable
44,87.8,37.6,498,Dec,Low
88,30.6,17.5,359,Jun,Low
52,73.0,20.8,923,Apr,Low
41,72.4,32.7,419,Jun,Low
99,67.4,35.6,295,Mar,Low
62,89.4,36.4,577,Feb,Medium
26,48.7,25.4,517,Sep,Unsustainable
37,50.4,17.2,574,Nov,Low
59,34.7,25.9,706,Feb,Low
6,56.6,20.8,667,Sep,Unsustainable
4,45.7,22.3,643,Sep,Unsustainable
44,50.6,34.3,330,Apr,Low
57,80.1,16.9,983,Jun,Medium
30,86.1,35.7,620,Jun,Low
22,41.1,25.7,802,Dec,Low
41,52.4,29.9,972,Nov,Low
9,85.7,17.2,299,Mar,Unsustainable
31,33.7,23.4,945,Apr,Low
52,35.5,17.2,772,Feb,Low
29,39.8,39.0,698,Mar,Low
38,65.7,35.2,120,May,Unsustainable
30,39.0,26.5,410,Apr,Unsustainable
81,88.1,20.6,687,Mar,Medium
99,56.8,38.3,997,Oct,Medium
1,60.1,23.6,752,Mar,Unsustainable
77,44.8,19.0,737,Nov,Low
76,58.3,29.1,862,Feb,Medium
92,69.7,38.6,999,Mar,Medium
11,75.1,15.1,695,Nov,Low
38,75.2,21.0,533,Aug,Low
65,64.7,38.5,470,Aug,Low
95,84.3,19.3,659,Oct,Medium
12,79.0,17.8,990,Oct,Low
45,75.4,29.3,177,Aug,Low
26,33.3,36.5,641,Nov,Unsustainable
16,30.4,26.9,384,Oct,Unsustainable
94,42.7,39.9,747,Nov,Medium
97,69.8,32.0,239,Nov,Low
59,54.7,16.9,652,Oct,Low
63,54.1,39.8,381,Jun,Low
87,83.1,25.2,661,Nov,Medium
34,83.7,22.2,357,Jun,Low
69,84.6,28.9,922,Mar,Medium
82,48.8,22.6,459,Aug,Low
29,71.5,17.2,539,Feb,Low
70,46.3,15.0,369,Aug,Low
73,41.4,26.2,233,Aug,Low
95,41.1,35.9,845,Nov,Medium
97,50.5,29.3,739,May,Medium
62,55.8,40.0,203,May,Low
27,79.9,22.2,865,Oct,Low
59,37.2,22.0,194,Jan,Unsustainable
78,74.1,19.0,948,Jun,Medium
93,61.9,19.1,828,Sep,Medium
36,47.3,22.1,672,Feb,Low
92,59.6,34.8,579,May,Medium
21,48.0,37.6,879,Aug,Low
67,65.8,39.4,340,Aug,Low
19,56.0,20.8,112,Jan,Unsustainable
95,39.9,37.0,246,Jan,Low
99,37.0,23.2,851,Jun,Medium
67,62.8,17.8,700,May,Low
90,84.1,36.8,194,Feb,Low
63,50.6,30.9,926,Nov,Low
16,74.0,19.1,392,Feb,Unsustainable
11,69.5,25.7,124,Oct,Unsustainable
21,85.9,22.2,371,Oct,Low
16,79.3,33.4,604,Sep,Low
9,64.0,26.3,265,Jul,Unsustainable
64,69.4,39.7,861,Aug,Medium
21,83.9,16.4,186,Oct,Unsustainable
89,54.0,23.9,753,Sep,Medium
81,49.6,27.0,745,Dec,Low
49,30.6,27.6,890,Jan,Low
13,79.6,22.9,737,Aug,Low
63,78.1,33.2,927,Oct,Medium
46,36.3,36.9,590,Nov,Low
28,64.6,38.5,1007,Apr,Low
75,57.8,35.1,240,Jun,Low
35,37.1,36.3,967,Oct,Low
98,88.8,28.8,202,Aug,Low
51,42.9,35.6,325,Sep,Low
75,34.0,22.6,1001,Mar,Low
6,65.7,25.0,674,Jan,Low
28,74.3,22.9,393,Aug,Low
10,31.9,26.7,995,Feb,Low
32,69.5,22.1,405,Jun,Low
5,61.9,39.0,353,Dec,Unsustainable
78,36.2,22.8,279,Feb,Low
31,40.4,17.5,139,Sep,Unsustainable
50,64.1,28.2,875,Nov,Low
74,47.8,16.4,800,Mar,Low
57,86.3,17.8,619,Jan,Low
86,79.1,20.5,715,Apr,Medium
25,89.0,26.6,836,Dec,Low
97,45.6,25.8,645,Aug,Low
45,88.2,35.0,335,Aug,Low
97,55.9,33.5,562,Sep,Medium
28,50.9,25.7,327,Sep,Unsustainable
3,33.0,23.3,799,Oct,Unsustainable
80,33.2,22.9,924,Mar,Low
98,71.5,34.3,582,Jun,Medium
12,57.5,16.3,529,Jun,Unsustainable
38,43.6,15.3,121,May,Unsustainable
14,66.8,34.9,442,Jul,Unsustainable
28,45.2,26.9,139,Jul,Unsustainable
28,64.7,18.3,272,Jun,Unsustainable
74,51.6,20.9,538,Nov,Low
31,79.4,38.3,278,Oct,Low
1,79.2,36.5,697,Jan,Low
46,58.6,32.7,232,Nov,Low
77,51.0,27.1,450,Nov,Low
83,51.8,28.0,624,Jun,Low
21,78.3,39.4,639,Feb,Low
74,49.7,39.1,605,Jun,Low
26,42.5,20.4,183,Feb,Unsustainable
66,35.1,35.3,563,Sep,Low
80,58.0,19.9,929,Nov,Medium
55,58.9,20.3,960,Jul,Low
91,80.5,31.9,442,May,Medium
92,43.3,25.1,379,May,Low
20,52.9,38.3,965,Dec,Low
46,78.5,17.2,362,Nov,Low
79,79.4,27.8,265,Oct,Low
100,53.1,38.0,392,Mar,Low
58,57.5,37.6,608,Jun,Low
83,48.2,18.9,679,Feb,Low
5,86.0,24.2,325,Oct,Unsustainable
18,37.1,30.5,269,Nov,Unsustainable
56,86.0,19.0,697,Mar,Low
68,71.0,39.2,744,Jun,Medium
2,61.9,37.9,547,May,Unsustainable
0,32.0,19.2,789,Nov,Unsustainable
57,58.5,18.0,954,Dec,Low
37,54.5,17.1,601,Nov,Low
14,39.7,37.7,863,Jul,Low
33,69.4,19.8,626,Mar,Low
60,88.3,25.4,834,Oct,Medium
34,63.7,26.2,478,Dec,Low
63,72.9,30.0,300,Feb,Low
24,34.1,16.8,718,May,Unsustainable
23,55.1,20.7,349,Sep,Unsustainable
11,37.0,38.3,508,Jul,Unsustainable
17,66.8,37.7,700,Nov,Low
14,86.3,34.5,224,Jun,Unsustainable
79,69.7,15.5,212,Mar,Low
26,34.6,23.2,236,Nov,Unsustainable
71,51.3,30.7,858,Dec,Low
59,63.0,21.9,595,Dec,Low
45,54.2,37.7,777,Nov,Low
88,80.0,30.8,249,Sep,Low
16,78.9,16.8,974,Feb,Low
92,66.7,37.7,442,Nov,Medium
52,52.4,38.9,679,Nov,Low
7,45.3,16.9,832,Jul,Unsustainable
78,36.4,28.3,882,Sep,Low
26,51.3,22.6,420,Jun,Unsustainable
45,54.8,24.8,921,Jan,Low
49,70.5,19.5,960,Jun,Low
70,69.5,29.5,631,May,Low
2,34.2,38.9,388,Mar,Unsustainable
92,53.7,27.6,588,Apr,Low
63,40.9,17.1,591,Jun,Low
43,39.4,30.5,711,Aug,Low
52,79.6,23.5,351,Apr,Low
23,32.5,36.4,176,Apr,Unsustainable
59,55.2,25.9,746,Mar,Low
2,40.1,19.8,491,Mar,Unsustainable
19,82.8,19.8,511,Feb,Low
45,63.4,34.2,272,May,Low
14,43.9,21.6,974,Feb,Low
24,60.1,34.2,300,Sep,Unsustainable
93,73.9,20.1,316,Sep,Low
77,87.5,23.0,475,Dec,Low
70,43.2,26.6,819,Sep,Low
16,83.2,38.6,685,Jan,Low
83,86.1,38.3,110,Nov,Low
99,85.0,20.2,898,Jun,Medium
8,68.1,24.0,867,Oct,Low
37,67.8,18.7,111,Mar,Unsustainable
47,54.2,27.7,991,Oct,Low
59,75.1,26.5,689,Jul,Low
62,61.9,37.5,534,Mar,Low
85,70.6,38.3,783,Mar,Medium
1,55.7,24.6,707,Mar,Unsustainable
87,73.9,27.3,917,Dec,Medium
71,79.5,37.4,472,Oct,Low
10,38.8,35.2,372,Mar,Unsustainable
63,80.0,15.1,996,Dec,Medium
76,62.4,23.0,790,Aug,Medium
80,80.7,25.5,675,Jan,Medium
71,55.9,20.7,608,Jul,Low
20,52.7,20.0,231,Jun,Unsustainable
17,84.9,15.9,954,Nov,Low
93,45.1,31.1,1023,Dec,Medium
63,80.7,21.6,883,Apr,Medium
81,59.0,16.3,418,Aug,Low
94,60.8,20.8,943,Oct,Medium
37,48.5,35.0,952,May,Low
31,64.4,36.3,720,Dec,Low
10,49.5,27.1,884,Aug,Low
44,32.4,25.4,267,Apr,Unsustainable
88,46.3,39.4,496,Sep,Low
32,30.4,20.0,279,Apr,Unsustainable
40,88.7,20.4,157,May,Low
7,87.9,22.3,579,Aug,Low
10,53.7,19.3,690,Apr,Unsustainable
85,73.7,24.5,559,Jun,Low
50,50.7,37.8,160,Nov,Unsustainable
87,70.3,30.4,468,Oct,Low
40,78.3,25.3,220,Aug,Low
16,86.8,38.4,818,Aug,Low
75,54.0,16.2,645,May,Low
45,77.0,20.3,681,Jul,Low
31,46.0,29.1,116,Sep,Unsustainable
78,89.4,30.4,595,Sep,Medium
79,31.5,16.0,596,Jul,Low
53,66.2,25.1,604,Mar,Low
85,69.6,31.2,631,Apr,Medium
91,71.3,32.5,414,Oct,Low
19,37.2,31.0,168,Mar,Unsustainable
32,86.3,23.0,826,May,Low
73,40.9,17.3,260,Jan,Unsustainable
39,67.4,25.7,713,Nov,Low
31,43.4,18.2,987,Aug,Low
96,48.4,38.7,817,Jun,Medium
1,62.8,26.9,244,Sep,Unsustainable
96,55.0,22.9,668,Feb,Medium
32,39.6,34.2,694,Dec,Low
76,40.3,27.4,484,Sep,Low
29,55.1,22.8,368,Feb,Unsustainable
32,75.4,35.3,1022,May,Medium
76,83.9,36.7,553,Feb,Medium
25,35.0,31.8,798,Mar,Low
21,53.6,16.2,617,May,Unsustainable
65,36.0,29.2,964,Aug,Low
37,31.0,34.1,449,Sep,Unsustainable
89,69.7,18.4,209,Mar,Low
45,66.1,20.7,582,Jul,Low
14,39.8,37.1,506,Feb,Unsustainable
97,44.0,15.5,749,Apr,Low
43,31.4,33.8,150,Aug,Unsustainable
48,80.1,26.8,502,Jun,Low
74,88.5,26.2,662,Jan,Medium
60,38.1,15.2,575,Jul,Low
66,43.9,35.5,186,Jan,Low
5,82.1,24.0,167,Jul,Unsustainable
8,85.6,28.5,695,Sep,Low
5,55.2,31.9,141,Jun,Unsustainable
72,33.0,32.6,830,Apr,Low
94,32.4,38.9,156,Jul,Low
31,64.4,28.3,837,Feb,Low
40,53.6,25.0,295,Jun,Unsustainable
75,31.7,38.8,859,Apr,Low
7,65.0,31.1,777,Jan,Low
71,30.7,22.5,161,Jun,Unsustainable
49,77.2,18.2,362,Feb,Low
91,48.4,36.1,211,Dec,Low
61,32.4,24.1,864,Nov,Low
83,65.3,31.5,810,Jun,Medium
61,53.9,26.8,277,Mar,Low
6,88.4,20.0,125,Mar,Unsustainable
74,62.7,30.0,509,Jan,Low
83,46.5,16.5,857,May,Low
79,72.6,25.3,630,Aug,Low
3,46.3,28.7,876,Dec,Low
5,84.3,25.9,416,Mar,Unsustainable
57,52.5,33.7,631,Dec,Low
21,63.0,35.7,205,Aug,Unsustainable
25,33.0,34.3,848,Aug,Low
2,55.6,16.0,917,Oct,Low
40,79.9,19.9,563,Jan,Low
59,78.3,28.4,345,Feb,Low
13,43.5,38.4,180,Jan,Unsustainable
74,43.6,35.9,761,May,Low
81,79.0,36.1,1008,Apr,Medium
11,85.8,22.6,495,Mar,Low
86,35.7,25.7,621,Sep,Low
11,57.0,26.8,932,Dec,Low
12,50.2,18.9,835,Oct,Low
24,82.2,15.8,363,Sep,Unsustainable
